report_number,occur_date,location,ucr_literal,neighborhood,latitude,longitude
162940194,2016-10-20,2171 PEACHTREE RD NE        ,LARCENY-FROM VEHICLE,Brookwood Hills,33.81347,-84.39228
162942816,2016-10-20,2001 MARTIN L KING JR DR NW,LARCENY-FROM VEHICLE,Battle Hill Haven,33.75056,-84.45044
162933220,2016-10-19,3221 MARTIN L KING JR DR NW,AUTO THEFT,None,33.75284,-84.49255999999998
162940110,2016-10-20,2171 PEACHTREE RD NE,ROBBERY-PEDESTRIAN,Brookwood Hills,33.81347,-84.39228
162942743,2016-10-20,3642 CAMPBELLTON RD SW,AGG ASSAULT,None,33.688829999999996,-84.50771999999998
162951699,2016-10-21,3200 MARTIN L KING JR DR DR SW,AUTO THEFT,None,33.75352,-84.49535999999998
162950946,2016-10-20,40 PEACHTREE VALLEY RD NE,AUTO THEFT,Brookwood Hills,33.810959999999994,-84.39145
162951335,2016-10-21,2251 MARIETTA BLVD NW,LARCENY-NON VEHICLE,None,33.81831,-84.44880999999998
162950899,2016-10-21,1925 COUNTY LINE RD SW,LARCENY-FROM VEHICLE,None,33.7027,-84.53687999999998
162950922,2016-10-20,1774 NISKEY LAKE RD SW,LARCENY-FROM VEHICLE,None,33.706509999999994,-84.52916
162952087,2016-10-21,2980 DELMAR LN NW,AGG ASSAULT,Stratford,33.75517,-84.48480999999998
162962337,2016-10-22,3146 REEVES CIR NW,AGG ASSAULT,None,33.75443,-84.48975
162962157,2016-10-18,45 BENNETT ST NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.81199,-84.39425
162950882,2016-10-21,3136 MARTIN L KING JR DR SW,LARCENY-FROM VEHICLE,Stratford,33.75107,-84.48903
162970365,2016-10-23,3150 HOWELL MILL RD NW @JEWISH HOME,LARCENY-FROM VEHICLE,None,33.83951,-84.42834999999998
162971796,2016-10-23,1968 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
162981411,2016-10-23,3700 CAMPBELLTON RD SW,BURGLARY-NONRES,None,33.68995,-84.50960999999998
162993041,2016-10-25,1968 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
163002390,2016-10-26,1968 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
163003555,2016-10-26,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
163002713,2016-10-26,102 DELMOOR DR NW,LARCENY-FROM VEHICLE,None,33.757090000000005,-84.49136999999997
163000505,2016-10-26,3144 MARTIN L KING JR DR SW,ROBBERY-PEDESTRIAN,None,33.74995,-84.4899
163013022,2016-10-27,500 10TH ST NE @BELTLINE BUSINESS,LARCENY-FROM VEHICLE,None,33.78223,-84.36922
163020324,2016-10-27,116 STRATFORD DR NW,BURGLARY-RESIDENCE,None,33.758590000000005,-84.48895
163023074,2016-10-28,1968 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
163020284,2016-10-28,2025 PEACHTREE RD NE @DARLINGTON APARTMEN,ROBBERY-PEDESTRIAN,Brookwood,33.80965,-84.39144
163030493,2016-10-29,2143 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81262,-84.39194999999998
163031182,2016-10-28,3003 PEACHTREE PARK DR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.81378,-84.38952999999998
163040680,2016-10-29,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,None,33.67051,-84.50298999999998
163041921,2016-10-30,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
163050581,2016-10-31,3221 MARTIN L KING JR DR NW,AGG ASSAULT,None,33.75284,-84.49255999999998
163051634,2016-10-28,40 PEACHTREE VALLEY RD NE,AUTO THEFT,Brookwood Hills,33.810959999999994,-84.39145
163052238,2016-10-31,2325 PINE GROVE DR NW,BURGLARY-RESIDENCE,Westover Plantation,33.81897,-84.44749
163052792,2016-10-31,1983 MARTIN L KING JR DR NW,AGG ASSAULT,Battle Hill Haven,33.75014,-84.45241
163061438,2016-11-01,2325 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,None,33.82065,-84.45274
163062762,2016-11-01,4465 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.69704,-84.53461999999998
163060353,2016-10-31,30 DELMOOR CT NW,AUTO THEFT,None,33.75658,-84.49120999999998
163060543,2016-11-01,120 HARWELL RD NW,AUTO THEFT,None,33.753479999999996,-84.49315
163082416,2016-10-27,3071 MIDDLETON ROAD,AUTO THEFT,Stratford,33.75297,-84.48999999999998
163071077,2016-10-31,3378 GREENBRIAR PKWY SW,AUTO THEFT,None,33.682990000000004,-84.50128999999998
163070778,2016-11-02,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
163090860,2016-11-04,2061 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.81127,-84.39180999999998
163092224,2016-11-04,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
163101234,2016-11-04,415 ARMOUR DR NE,BURGLARY-NONRES,Mayfair,33.812670000000004,-84.37411999999998
163102105,2016-11-05,2453 CORONET WAY NW,LARCENY-FROM VEHICLE,Ridgewood Heights,33.8209,-84.44957999999998
163102490,2016-11-04,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
163112565,2016-11-06,3201 NW MARTIN L KING JR DR NW,AGG ASSAULT,None,33.75428,-84.49165
163110789,2016-11-06,3550 CAMPBELLTON RD SW,ROBBERY-COMMERCIAL,None,33.689840000000004,-84.50490999999998
163112435,2016-11-06,4511 CAMPBELLTON RD SW,AUTO THEFT,None,33.69625,-84.53566999999998
163110922,2016-11-06,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,LARCENY-NON VEHICLE,Brookwood Hills,33.80881,-84.3951
163111617,2016-11-04,2973 MIDDLETON RD NW,LARCENY-FROM VEHICLE,Stratford,33.75378,-84.48815
163131465,2016-11-08,4295 CELEBRATION DR SW,ROBBERY-RESIDENCE,None,33.720420000000004,-84.5269
163132594,2016-11-08,3208 MARTIN L KING JR DR SW,AUTO THEFT,None,33.75188,-84.49244
163140967,2016-10-14,3540 N CAMP CREEK PKWY SW @STONECREEK APT;,BURGLARY-RESIDENCE,None,33.66831,-84.5001
163141705,2016-11-09,1870 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.70939,-84.44964
163153131,2016-11-10,4511 CAMPBELLTON RD SW,HOMICIDE,None,33.69625,-84.53566999999998
163151419,2016-11-08,3107 DELMAR LN NW,LARCENY-NON VEHICLE,Stratford,33.75595,-84.48909999999998
163152109,2016-11-10,125 BENNETT ST NW,LARCENY-NON VEHICLE,Brookwood Hills,33.8122,-84.39610999999998
163153300,2016-10-10,2240 PEACHTREE RD NW,LARCENY-NON VEHICLE,Brookwood Hills,33.81559,-84.39129
163161243,2016-11-11,2001 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.809020000000004,-84.39246999999997
163163013,2016-11-11,1130 PIEDMONT AVE NW,LARCENY-FROM VEHICLE,None,33.7882,-84.37752999999998
163171692,2016-11-12,2277 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81595,-84.39050999999998
163172953,2016-11-12,2143 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81262,-84.39194999999998
163181005,2016-11-12,2025 PEACHTREE RD NE @DARLINGTON APARTMEN,LARCENY-FROM VEHICLE,Brookwood,33.80965,-84.39144
163192913,2016-11-14,2970 MIDDLETON RD NW,AGG ASSAULT,Stratford,33.752759999999995,-84.48825999999998
163191814,2016-11-14,4675 HEATHERWOOD DR SW;,LARCENY-FROM VEHICLE,None,33.71382,-84.53828
163191056,2016-11-13,1581 FAIRBURN RD SW,LARCENY-FROM VEHICLE,None,33.710359999999994,-84.50808999999998
163210143,2016-11-14,2025 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.80958,-84.39293999999998
163212943,2016-11-16,2436 BOLTON RD NW,BURGLARY-NONRES,None,33.821259999999995,-84.45413999999998
163222464,2016-11-17,3200 DELMAR LN NW,BURGLARY-RESIDENCE,Stratford,33.75582,-84.49210999999998
163221972,2016-11-17,2015 MARTIN L KING JR DR NW,LARCENY-FROM VEHICLE,Battle Hill Haven,33.75042,-84.45162999999998
163220717,2016-11-09,1345 PIEDMONT AVE NE @ATLANTA BOTANICAL GA,LARCENY-NON VEHICLE,None,33.785779999999995,-84.37429
163233150,2016-11-12,1977 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Battle Hill Haven,33.75065,-84.44767
163231863,2016-11-18,1175 CASCADE PKWY SW,LARCENY-FROM VEHICLE,None,33.72578,-84.50105
163242270,2016-11-05,40 PEACHTREE VALLEY RD NE,BURGLARY-RESIDENCE,Brookwood Hills,33.810959999999994,-84.39145
163251115,2016-11-20,2325 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,None,33.82065,-84.45274
163251859,2016-11-20,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
163260815,2016-11-20,311 SCOTT ST SW;,LARCENY-FROM VEHICLE,None,33.749559999999995,-84.49594999999998
163262011,2016-11-17,COUNTY LINE RD SW / CAMPBELLTON RD SW,AUTO THEFT,None,33.69597,-84.53535999999998
163262813,2016-11-21,100 BISCAYNE DR NW,ROBBERY-PEDESTRIAN,None,33.81576,-84.39499
163271291,2016-11-22,3550 CAMPBELLTON RD SW ,AUTO THEFT,None,33.689840000000004,-84.50490999999998
163271646,2016-11-21,I-20 EB RAMP SE / MORELAND AVE SE,LARCENY-FROM VEHICLE,Glenwood East Apartments,33.74439,-84.34923
163273165,2016-11-22,1631 STANTON RD SW,BURGLARY-RESIDENCE,None,33.71076,-84.44379999999998
163281802,2016-11-23,4635 HEATHERWOOD DR SW,AGG ASSAULT,None,33.71548,-84.53846
163281951,2016-11-23,3378 GREENBRIAR PKWY SW,BURGLARY-RESIDENCE,None,33.68387,-84.50203999999998
163282811,2016-11-23,311 SCOTT ST SW,BURGLARY-RESIDENCE,None,33.749559999999995,-84.49594999999998
163281462,2016-11-23,3107 DELMAR LN NW,BURGLARY-RESIDENCE,Stratford,33.75595,-84.48886999999998
163282657,2016-11-23,3378 GREENBRIAR PKWY SW,LARCENY-NON VEHICLE,None,33.68387,-84.50203999999998
163280816,2016-11-22,3540 N CAMP CREEK PKWY SW,AUTO THEFT,None,33.67051,-84.50298999999998
163291078,2016-11-24,2325 BOLTON RD NW,AUTO THEFT,None,33.82065,-84.45274
163301513,2016-11-23,2453 CORONET WAY NW,BURGLARY-RESIDENCE,Ridgewood Heights,33.8209,-84.44957999999998
163300961,2016-11-25,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
163301250,2016-11-25,62 HARWELL RD NW,ROBBERY-PEDESTRIAN,None,33.7538,-84.49299999999998
163312455,2016-11-26,2788 DEFOORS FERRY RD NW,ROBBERY-PEDESTRIAN,Westover Plantation,33.82098,-84.44691999999998
163311943,2016-11-26,CAMPBELLTON RD SW / I-285 SB EXPY SW,AUTO THEFT,None,33.69012,-84.5002
163312534,2016-11-26,3580 CAMPBELLTON RD SW,AUTO THEFT,None,33.6899,-84.50584
163310284,2016-11-26,3620 CAMPBELLTON RD SW,ROBBERY-PEDESTRIAN,None,33.68923,-84.50721999999998
163311653,2016-11-26,2405 FAIRBURN RD SW @BEN HILL PARK,LARCENY-FROM VEHICLE,None,33.6889,-84.51290999999998
163321805,2016-11-27,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
163322192,2016-11-27,1193 COLLIER RD NW,LARCENY-FROM VEHICLE,Ellsworth Park,33.81172,-84.42449999999998
163311280,2016-11-26,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
163332550,2016-11-28,1870 CAMPBELLTON RD SW,ROBBERY-RESIDENCE,None,33.70939,-84.44964
163331798,2016-11-28,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
163332016,2016-11-28,21 ALLEN TEMPLE CT NW,BURGLARY-RESIDENCE,None,33.75441,-84.49079999999998
163331103,2016-11-27,4517 CAMPBELLTON RD SW,BURGLARY-NONRES,None,33.6961,-84.53596
163341437,2016-11-29,1870 CAMPBELLTON RD SW,BURGLARY-RESIDENCE,None,33.70939,-84.44964
163341696,2016-11-29,35 COLLIER RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.80813,-84.39659
163342687,2016-11-29,500 10TH ST NE @BELTLINE BUSINESS,LARCENY-FROM VEHICLE,None,33.78223,-84.36922
163341988,2016-11-29,1830 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,None,33.70994,-84.44833
163342110,2016-11-29,1700 STANTON RD SW,LARCENY-NON VEHICLE,None,33.709070000000004,-84.44364
163340151,2016-11-29,3378 GREENBRIAR PKWY SW,AUTO THEFT,None,33.68387,-84.50203999999998
163341517,2016-11-26,62 HARWELL RD NW,AUTO THEFT,None,33.7538,-84.49299999999998
163342962,2016-11-29,2961 TRIBBLE LN NW,ROBBERY-PEDESTRIAN,Stratford,33.75953,-84.48372999999998
163353046,2016-11-30,3580 CAMPBELLTON RD SW,AUTO THEFT,None,33.6899,-84.50584
163350775,2016-11-29,311 SCOTT ST SW,LARCENY-FROM VEHICLE,None,33.74901,-84.49481999999998
163352254,2016-11-29,3294 CUSHMAN CIR SW,BURGLARY-RESIDENCE,None,33.7505,-84.49415999999998
163363115,2016-12-01,1019 COLLIER RD NW,LARCENY-FROM VEHICLE,Ellsworth Park,33.81187,-84.42057
163361033,2016-11-30,3280 HOWELL MILL RD NW,LARCENY-NON VEHICLE,None,33.84353,-84.42891999999998
163373337,2016-11-30,1266 TECHWOOD DR NW,LARCENY-FROM VEHICLE,Battle Hill Haven,33.75035,-84.45218
163372845,2016-12-02,428 CARTER AVE SE,BURGLARY-RESIDENCE,None,33.73806,-84.3039
163381067,2016-12-02,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,LARCENY-FROM VEHICLE,Brookwood Hills,33.80881,-84.3951
163381478,2016-12-03,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
163391083,2016-12-04,3088 MIDDLETON RD NW,AUTO THEFT,Stratford,33.75224,-84.49046
163391981,2016-12-04,3580 CAMPBELLTON RD SW,AUTO THEFT,None,33.6899,-84.50584
163401721,2016-11-12,2221 PEACHTREE RD NE,AGG ASSAULT,Brookwood Hills,33.815090000000005,-84.39149
163401725,2016-11-20,1610 STANTON RD SW,BURGLARY-RESIDENCE,None,33.71089,-84.44357999999998
163402414,2016-12-05,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
163402032,2016-12-05,2221 PEACHTREE RD NE,AUTO THEFT,Brookwood Hills,33.815090000000005,-84.39149
163411812,2016-12-06,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,AGG ASSAULT,Brookwood Hills,33.81,-84.39583
163412719,2016-12-06,3550 CAMPBELLTON RD SW,AUTO THEFT,None,33.689840000000004,-84.50490999999998
163412125,2016-12-06,3550 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.689840000000004,-84.50490999999998
163410492,2016-12-06,22 BENNETT ST NW,BURGLARY-NONRES,Brookwood Hills,33.81203,-84.3931
163422784,2016-12-07,2923 DELMAR LN NW,LARCENY-NON VEHICLE,Stratford,33.75526,-84.48251999999998
163421682,2016-12-07,105 COLLIER RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.808209999999995,-84.39686
163421986,2016-12-06,2020 PEACHTREE RD NW @SHEPHERD CENTER,LARCENY-FROM VEHICLE,Brookwood Hills,33.809909999999995,-84.39360999999998
163421627,2016-12-07,1209 COLLIER RD NW,LARCENY-NON VEHICLE,Ellsworth Park,33.811609999999995,-84.42570999999998
163431637,2016-12-08,3540 N CAMP CREEK PKWY SW @STONECREEK APT,AGG ASSAULT,None,33.66831,-84.5001
163433247,2016-12-08,3450 CASCADE RD SW,AUTO THEFT,None,33.72265,-84.50091
163430994,2016-12-08,3175 MIDDLETON RD NW,LARCENY-NON VEHICLE,None,33.7522,-84.49102999999998
163431002,2016-12-07,3379 STONE RD SW,LARCENY-FROM VEHICLE,None,33.67304,-84.50104
163432442,2016-12-08,2125 NORTHSIDE DR NW @GRANT TENNIS CENTER,LARCENY-FROM VEHICLE,None,33.813559999999995,-84.40760999999998
163432688,2016-12-08,500 10TH ST NE ,LARCENY-FROM VEHICLE,None,33.78223,-84.36922
163443108,2016-12-09,1977 MARTIN L KING JR DR NW,LARCENY-FROM VEHICLE,Battle Hill Haven,33.7511,-84.4479
163441706,2016-11-10,2025 PEACHTREE RD NE @DARLINGTON APARTMEN,LARCENY-NON VEHICLE,Brookwood,33.80965,-84.39144
163442970,2016-12-09,3580 CAMPBELLTON RD ,AUTO THEFT,None,33.6899,-84.50584
163451429,2016-12-10,3750 CAMPBELLTON RD SW,ROBBERY-PEDESTRIAN,None,33.6903,-84.51113999999998
163451349,2016-12-10,2143 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81262,-84.39194999999998
163451799,2016-12-10,2277 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81595,-84.39050999999998
163461328,2016-12-10,1000 PEACHTREE PARK DR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.81353,-84.38943
163460982,2016-12-10,3381 GREENBRIAR PKWY SW,LARCENY-FROM VEHICLE,None,33.68403,-84.50216
163460476,2016-12-11,2025 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.80958,-84.39293999999998
163461189,2016-12-11,1680 WESTVIEW DR ,ROBBERY-PEDESTRIAN,Westview,33.74641,-84.44217999999998
163470609,2016-12-12,2061 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.81127,-84.39180999999998
163482798,2016-12-13,500 10TH ST NE @BELTLINE BUSINESS,LARCENY-FROM VEHICLE,None,33.78223,-84.36922
163493103,2016-12-14,40 PEACHTREE VALLEY RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.810959999999994,-84.39145
163490670,2016-12-13,3160 OAKCLIFF RD NW,LARCENY-FROM VEHICLE,None,33.75844,-84.49083
163490771,2016-12-14,2170 PIEDMONT DR,LARCENY-FROM VEHICLE,None,33.8162,-84.36732999999998
163492978,2016-12-14,2293 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81713,-84.38942
163492987,2016-12-14,2171 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81347,-84.39228
163502237,2016-12-15,1700 STANTON RD SW,BURGLARY-RESIDENCE,None,33.709070000000004,-84.44364
163502357,2016-12-15,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
163501721,2016-12-14,40 PEACHTREE VALLEY RD NE,AUTO THEFT,Brookwood Hills,33.81133,-84.38988999999998
163512337,2016-12-14,3378 GREENBRIAR PKWY SW,AUTO THEFT,None,33.68387,-84.50203999999998
163511414,2016-12-16,3540 N CAMP CREEK PKWY SW ,LARCENY-FROM VEHICLE,None,33.66831,-84.5001
163521155,2016-12-16,4202 PEACHTREE PARK DR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.81368,-84.38975
163520060,2016-12-17,2171 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81347,-84.39228
163522753,2016-12-17,1175 CASCADE PKWY SW,LARCENY-FROM VEHICLE,None,33.72578,-84.50105
163520840,2016-12-16,340 ARMOUR DR NE,AUTO THEFT,Mayfair,33.8135,-84.3775
163530870,2016-12-17,311 SCOTT ST SW;,AUTO THEFT,None,33.749559999999995,-84.49594999999998
163541844,2016-12-18,2453 CORONET WAY,BURGLARY-RESIDENCE,Ridgewood Heights,33.8209,-84.44957999999998
163540569,2016-12-16,255 OTTLEY DR NE,BURGLARY-NONRES,Brookwood Hills,33.81081,-84.37842999999998
163542147,2016-12-18,2233 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.8153,-84.39131
163542436,2016-12-19,500 10TH ST NE @BELTLINE BUSINESS,LARCENY-FROM VEHICLE,None,33.78223,-84.36922
163542082,2016-12-19,3580 CAMPBELLTON RD SW,AUTO THEFT,None,33.6899,-84.50584
163551220,2016-12-20,3550 CAMPBELLTON RD SW,AUTO THEFT,None,33.689840000000004,-84.50490999999998
163550993,2016-12-20,311 SCOTT ST SW,LARCENY-FROM VEHICLE,None,33.749559999999995,-84.49594999999998
163552830,2016-12-20,500 10TH ST NE ,LARCENY-FROM VEHICLE,None,33.78223,-84.36922
163550183,2016-12-16,4001 PEACHTREE PARK DR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.813829999999996,-84.38962999999998
163561315,2016-12-20,415 ARMOUR DR NE,LARCENY-FROM VEHICLE,Mayfair,33.812670000000004,-84.37411999999998
163561440,2016-12-21,3550 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.689840000000004,-84.50490999999998
163571594,2016-12-22,3378 GREENBRIAR PKWY SW,ROBBERY-PEDESTRIAN,None,33.68387,-84.50203999999998
163570334,2016-12-22,1715 RALPH D ABERNATHY BLVD SW,AGG ASSAULT,Westview,33.74919000000001,-84.44318
163572213,2016-12-22,3550 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.689840000000004,-84.50490999999998
163572249,2016-12-22,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
163572714,2016-12-22,2325 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,None,33.82115,-84.45407
163580517,2016-12-23,3450 CASCADE RD SW,BURGLARY-NONRES,None,33.72265,-84.50091
163581317,2016-12-23,2025 PEACHTREE RD NE,BURGLARY-RESIDENCE,Brookwood Hills,33.80958,-84.39293999999998
163581200,2016-12-23,2325 MARIETTA BLVD NW,LARCENY-FROM VEHICLE,None,33.82065,-84.45274
163591155,2016-12-24,1983 MARTIN L KING JR DR NW,AUTO THEFT,Battle Hill Haven,33.75014,-84.45241
163590197,2016-12-23,2143 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81262,-84.39194999999998
163590549,2016-12-23,1185 COLLIER RD NW,LARCENY-FROM VEHICLE,Ellsworth Park,33.81136,-84.42529999999998
163591482,2016-12-24,1685 RALPH D ABERNATHY BLVD SW,AGG ASSAULT,Westview,33.748509999999996,-84.44249999999998
163600200,2016-12-24,1330 LANIER BLVD NE,LARCENY-FROM VEHICLE,Westover Plantation,33.82114,-84.44713
163600728,2016-12-25,2325 MARIETTA BLVD,LARCENY-FROM VEHICLE,None,33.821670000000005,-84.45536
163601018,2016-12-25,1968 PEACHTREE RD NW ,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
163601394,2016-12-25,2788 DEFOORS FERRY RD NW,LARCENY-FROM VEHICLE,Westover Plantation,33.82114,-84.44713
163601506,2016-12-25,3580 CAMPBELLTON RD,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
163600435,2016-12-25,3580 CAMPBELLTON RD SW,AUTO THEFT,None,33.6899,-84.50584
163611526,2016-12-26,4021 MELVIN DR SW,ROBBERY-PEDESTRIAN,None,33.70827,-84.52117
163611331,2016-12-26,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
163611546,2016-12-26,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
163622283,2016-12-24,1302 PEACHTREE PARK DR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.81354,-84.38946
163621600,2016-12-27,3221 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,None,33.75284,-84.49255999999998
163621787,2016-12-26,415 ARMOUR DR NE,LARCENY-FROM VEHICLE,Mayfair,33.812670000000004,-84.37411999999998
163621246,2016-12-27,3816 STONE RD SW,LARCENY-FROM VEHICLE,None,33.68363,-84.51063999999998
163622379,2016-12-27,21 ALLEN TEMPLE CT NW,AGG ASSAULT,None,33.75441,-84.49079999999998
163620971,2016-12-27,3580 CAMPBELLTON RD SW ,ROBBERY-PEDESTRIAN,None,33.6899,-84.50584
163620642,2016-12-27,2555 BOLTON RD NW ,ROBBERY-COMMERCIAL,None,33.82028,-84.45188
163630486,2016-12-28,1325 DONALD LEE HOLLOWELL PKWY NW,BURGLARY-NONRES,None,33.7726,-84.43123
163632752,2016-12-28,3580 CAMPBELLTON RD SW,AGG ASSAULT,None,33.6899,-84.50584
163630386,2016-12-28,11 ALLEN TEMPLE CT NW,LARCENY-NON VEHICLE,None,33.75513,-84.491
163632024,2016-12-28,2515 FAIRBURN RD SW,LARCENY-FROM VEHICLE,None,33.68603,-84.51258
163632121,2016-12-28,3378 GREENBRIAR PKWY SW,LARCENY-FROM VEHICLE,None,33.68387,-84.50203999999998
163632480,2016-12-28,500 10TH ST NE @BELTLINE BUSINESS,LARCENY-FROM VEHICLE,None,33.78223,-84.36922
163642631,2016-12-29,2290 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.81671,-84.39005
163652385,2016-12-30,496 PLASTERS AVE NE,ROBBERY-PEDESTRIAN,Mayfair,33.811809999999994,-84.37233
163660559,2016-12-31,3136 MARTIN L KING JR DR SW,ROBBERY-PEDESTRIAN,Stratford,33.75107,-84.48903
170010079,2017-01-01,3580 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.6899,-84.50584
170012193,2017-01-01,1728 CAMPBELLTON RD SW,AUTO THEFT,None,33.711,-84.44453
170021786,2017-01-02,1722 CAMPBELLTON RD SW,AUTO THEFT,None,33.71138,-84.44423
170020642,2016-12-31,1870 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.70939,-84.44964
170021965,2017-01-01,415 ARMOUR DR NE,LARCENY-FROM VEHICLE,Mayfair,33.812670000000004,-84.37411999999998
170030970,2016-12-30,2045 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood,33.810179999999995,-84.39269
170031314,2017-01-03,2080 CAMPBELLTON RD SW,AGG ASSAULT,None,33.71119,-84.44587
170041183,2016-12-24,396 BROWNLEE RD SW,BURGLARY-RESIDENCE,None,33.746,-84.49750999999998
170040794,2017-01-04,2025 PEACHTREE RD NE @DARLINGTON APARTMEN,AGG ASSAULT,Brookwood,33.80965,-84.39144
170041183,2016-12-24,396 BROWNLEE RD SW,AUTO THEFT,None,33.746,-84.49750999999998
170040478,2017-01-04,2453 CORONET WAY NW,AUTO THEFT,Ridgewood Heights,33.8209,-84.44957999999998
170041522,2017-01-04,1193 COLLIER RD NW,LARCENY-FROM VEHICLE,Ellsworth Park,33.81172,-84.42449999999998
170053087,2017-01-05,2166 PEACHTREE RD NW @HOUSTONS,LARCENY-FROM VEHICLE,Brookwood Hills,33.81349,-84.39275
170052183,2017-01-05,3550 CAMPBELLTON RD SW,AUTO THEFT,None,33.689840000000004,-84.50490999999998
170051219,2017-01-05,2931 MIDDLETON RD NW,BURGLARY-RESIDENCE,Stratford,33.75294,-84.48775
