report_number,occur_date,location,ucr_literal,neighborhood,latitude,longitude
90720496,2009-03-13,3540 N CAMP CREEK PKWY SW,AUTO THEFT,None,33.67051,-84.50298999999998
90730909,2009-03-14,3480 GREENBRIAR PKWY SW,LARCENY-FROM VEHICLE,None,33.68274,-84.50456
90731860,2009-03-14,3006 DELMAR LN,LARCENY-FROM VEHICLE,Stratford,33.75509,-84.48610999999998
90750132,2009-03-16,2025 PEACHTREE RD NE,ROBBERY-PEDESTRIAN,Brookwood Hills,33.80958,-84.39293999999998
90751747,2009-03-16,1401 DONALD LEE HOLLOWELL PKWY NW,AGG ASSAULT,None,33.77315,-84.43299999999998
90760834,2009-03-16,2285 PEACHTREE RD NE,LARCENY-NON VEHICLE,None,33.81637,-84.38953999999998
90761539,2009-03-17,1185 COLLIER RD NW,LARCENY-NON VEHICLE,Ellsworth Park,33.81136,-84.42537
90770174,2009-03-17,2277 PEACHTREE RD,LARCENY-FROM VEHICLE,Brookwood Hills,33.81595,-84.39050999999998
90770614,2009-03-18,4381 CAMPBELLTON RD SW,LARCENY-FROM VEHICLE,None,33.69612,-84.53159999999998
90770715,2009-03-14,1345 PIEDMONT AVE NE,LARCENY-NON VEHICLE,None,33.785779999999995,-84.37429
90771482,2009-03-17,820 MOORES MILL RD NW,LARCENY-NON VEHICLE,None,33.84052,-84.41476
90762161,2009-03-17,1401 DONALD LEE HOLLOWELL PKWY NW,ROBBERY-PEDESTRIAN,Grove Park,33.771409999999996,-84.43376999999998
90771717,2009-03-18,311 SCOTT ST SW,BURGLARY-RESIDENCE,None,33.749559999999995,-84.49594999999998
90780363,2009-03-19,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,AUTO THEFT,Brookwood Hills,33.81,-84.39583
90780905,2009-03-16,120 OTTLEY DR NE,LARCENY-NON VEHICLE,Brookwood Hills,33.80707,-84.38436999999998
90782014,2009-03-19,1203 COLLIER RD NW,LARCENY-NON VEHICLE,Ellsworth Park,33.81163,-84.42536
90780383,2009-03-19,1968 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
90781262,2009-03-19,275 COLLIER RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.808409999999995,-84.39752
90781382,2009-03-19,1345 PIEDMONT AVE NE @ATLANTA BOTANICAL GA,LARCENY-FROM VEHICLE,None,33.785779999999995,-84.37429
90791976,2009-03-20,2325 MARIETTA BLVD NW,LARCENY-NON VEHICLE,None,33.82087,-84.45355
90790436,2009-03-19,176 OTTLEY DR NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.80851,-84.38234
90790686,2009-02-23,2610 BOLTON RD NW,LARCENY-NON VEHICLE,Ridgewood Heights,33.820570000000004,-84.4497
90790786,2009-03-12,2436 BOLTON RD NW,BURGLARY-NONRES,None,33.821259999999995,-84.45413999999998
90800738,2009-03-21,3208 MARTIN L KING JR DR SW,LARCENY-FROM VEHICLE,None,33.75188,-84.49244
90811016,2009-03-22,415 ARMOUR DR NE,BURGLARY-RESIDENCE,Mayfair,33.812670000000004,-84.37411999999998
90820316,2009-03-22,3910 CAMPBELLTON RD SW,BURGLARY-NONRES,None,33.69141,-84.51636999999998
90821679,2009-03-23,2931 MIDDLETON RD NW,BURGLARY-RESIDENCE,Stratford,33.75294,-84.48775
90821898,2009-03-22,GREENSFERRY AVE SW / LAWSHE ST SW,AUTO THEFT,Joel Chandler Harris Homes,33.74714,-84.41105999999998
90820039,2009-03-22,367 MILLEDGEVILLE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81108,-84.39163999999998
90820885,2009-03-23,65 PEACHTREE MEMORIAL DR NW,LARCENY-FROM VEHICLE,None,33.81702,-84.39230999999998
90831625,2009-03-24,1581 FAIRBURN RD SW,LARCENY-FROM VEHICLE,None,33.710359999999994,-84.50808999999998
90831873,2009-03-24,384 WOODWARD WAY NW,LARCENY-FROM VEHICLE,None,33.81596,-84.40349999999998
90831421,2009-03-24,3660 CAMPBELLTON RD SW,LARCENY-NON VEHICLE,None,33.69001,-84.50851999999998
90840067,2009-03-23,70 ALLEN TEMPLE CT NW,BURGLARY-RESIDENCE,None,33.75308,-84.4906
90841338,2009-03-25,1700 STANTON RD SW,AGG ASSAULT,None,33.709070000000004,-84.44364
90842089,2009-03-25,3086 MIDDLETON RD NW,ROBBERY-PEDESTRIAN,Stratford,33.7526,-84.48985999999998
90841550,2009-03-24,273 HERMER CIR NW,AUTO THEFT,Stratford,33.75785,-84.48730999999998
90841876,2009-03-25,3580 CAMPBELLTON RD SW,AUTO THEFT,None,33.6899,-84.50584
90850545,2009-03-21,2151 PEACHTREE RD NE,AUTO THEFT,Brookwood Hills,33.8131,-84.39216999999998
90861034,2009-03-27,1401 DONALD LEE HOLLOWELL PKWY NW,BURGLARY-RESIDENCE,Grove Park,33.771409999999996,-84.43376999999998
90861684,2009-03-27,3235 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,None,33.75305,-84.49322999999998
90870657,2009-03-28,4200 PEACHTREE PARK DR NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81368,-84.38975
90871591,2009-03-28,2277 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81595,-84.39050999999998
90880930,2009-03-20,1749 MARCEL AVE SW,BURGLARY-RESIDENCE,None,33.70863,-84.44526
90881519,2009-03-19,NISKEY LAKE RD SW / CAMPBELLTON RD SW ;3/1909,ROBBERY-PEDESTRIAN,None,33.69558,-84.52786
90891041,2009-03-30,2987 MIDDLETON RD NW,LARCENY-FROM VEHICLE,None,33.7531,-84.48843999999998
90890755,2009-03-30,1249 DONALD LEE HOLLOWELL PKWY NW,LARCENY-NON VEHICLE,None,33.77197,-84.42859
90891505,2009-03-30,195 LYNHURST DR SW,AUTO THEFT,Stratford,33.74893,-84.48898
90890684,2009-03-30,3381 GREENBRIAR PKWY SW,AUTO THEFT,None,33.68403,-84.50216
90890137,2009-03-30,2325 MARIETTA BLVD,ROBBERY-COMMERCIAL,None,33.82087,-84.45355
90900929,2009-03-17,2788 DEFOORS FERRY  RD NW,BURGLARY-NONRES,Westover Plantation,33.82114,-84.44713
90910417,2009-03-31,415 ARMOUR DR NE,LARCENY-FROM VEHICLE,Mayfair,33.812670000000004,-84.37411999999998
90910515,2009-04-01,3378 GREENBRIAR PKWY SW,LARCENY-FROM VEHICLE,None,33.68387,-84.50203999999998
90910331,2009-03-31,1401 DONALD LEE HOLLOWELL PKWY NW,BURGLARY-RESIDENCE,Grove Park,33.771409999999996,-84.43376999999998
90921711,2009-03-31,415 ARMOUR DR NE,AUTO THEFT,Mayfair,33.812670000000004,-84.37411999999998
90920755,2009-04-02,3144 MARTIN L KING JR DR SW,LARCENY-NON VEHICLE,None,33.75104,-84.48919999999998
90920583,2009-04-02,1401 DONALD LEE HOLLOWELL PKWY NW,LARCENY-NON VEHICLE,None,33.77315,-84.43299999999998
90931039,2009-03-30,3540 N CAMP CREEK PKWY SW,LARCENY-FROM VEHICLE,None,33.67051,-84.50298999999998
90931089,2009-04-03,2020 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.809909999999995,-84.39360999999998
90931930,2008-09-01,2285 PEACHTREE RD NE,LARCENY-FROM VEHICLE,None,33.81637,-84.38953999999998
90931113,2009-04-03,1185 COLLIER RD NW,AGG ASSAULT,None,33.812259999999995,-84.42304
90940804,2009-04-04,2025 PEACHTREE RD NE,AGG ASSAULT,Brookwood Hills,33.80958,-84.39293999999998
90940548,2009-04-04,2788 DEFOORS FERRY RD NW,AUTO THEFT,Westover Plantation,33.81987,-84.44459999999998
90940456,2009-04-04,82 ALLEN TEMPLE CT NW,LARCENY-FROM VEHICLE,None,33.75282,-84.49061
90950720,2009-04-04,142 LINKWOOD RD NW,LARCENY-FROM VEHICLE,Stratford,33.75914,-84.48331999999998
90951109,2009-04-05,2970 TRIBBLE LN NW,LARCENY-FROM VEHICLE,Stratford,33.75909,-84.48393
90961073,2009-04-05,40 PEACHTREE VALLEY RD NE,BURGLARY-RESIDENCE,Brookwood Hills,33.810959999999994,-84.39145
90961368,2009-04-06,450 BROWNLEE RD SW,BURGLARY-RESIDENCE,None,33.74365,-84.49613999999998
90970065,2009-04-06,1571 FAIRBURN RD SW;,BURGLARY-RESIDENCE,None,33.710609999999996,-84.50663
90980697,2009-04-08,2274 PEACHTREE RD,LARCENY-NON VEHICLE,None,33.81685,-84.39064999999998
90980438,2009-04-08,3379 STONE RD SW,LARCENY-FROM VEHICLE,None,33.67304,-84.50104
90990036,2009-04-08,415 ARMOUR DR NE,LARCENY-FROM VEHICLE,Mayfair,33.812670000000004,-84.37411999999998
90990359,2009-04-09,2025 PEACHTREE RD NE,AUTO THEFT,Brookwood,33.80965,-84.39144
91000766,2009-04-08,3164 CUSHMAN CIR SW,BURGLARY-RESIDENCE,None,33.748979999999996,-84.49168
91001199,2009-04-10,2991 MIDDLETON RD NW,BURGLARY-RESIDENCE,None,33.75312,-84.48852999999998
91000079,2009-04-10,3378 GREENBRIAR PKWY SW,LARCENY-NON VEHICLE,None,33.682990000000004,-84.50128999999998
91000709,2009-04-09,3379 STONE RD SW,LARCENY-FROM VEHICLE,None,33.67304,-84.50104
91010526,2009-04-11,1185 COLLIER RD NW,LARCENY-FROM VEHICLE,None,33.812259999999995,-84.42304
91010522,2009-04-10,1101 COLLIER RD,LARCENY-FROM VEHICLE,Ellsworth Park,33.81058,-84.42344
91020561,2009-04-11,1401 DONALD LEE HOLLOWELL PKWY NW,BURGLARY-RESIDENCE,Grove Park,33.771409999999996,-84.43376999999998
91021420,2009-04-12,3006 DELMAR LN NW,ROBBERY-PEDESTRIAN,Stratford,33.75524,-84.48542999999998
91020636,2009-04-12,311 SCOTT ST SW,AUTO THEFT,None,33.749559999999995,-84.49594999999998
91030042,2009-04-12,3150 REEVES CIR NW,AGG ASSAULT,None,33.75454000000001,-84.49008
91031420,2009-04-06,3164 CUSHMAN CIR SW,BURGLARY-RESIDENCE,None,33.748979999999996,-84.49168
91031265,2009-04-13,2345 PINE GROVE DR NW,BURGLARY-RESIDENCE,Westover Plantation,33.81948,-84.44775
91041052,2009-04-07,1901 NISKEY LAKE RD SW,BURGLARY-RESIDENCE,None,33.70263,-84.52951
91020131,2009-04-11,2325 MARIETTA BLVD NW,LARCENY-NON VEHICLE,None,33.82065,-84.45274
91040839,2009-04-09,65 BISCAYNE DR NW,LARCENY-FROM VEHICLE,None,33.81528,-84.39309
91050823,2009-03-18,1401 DONALD LEE HOLLOWELL PKWY NW,BURGLARY-NONRES,Grove Park,33.771409999999996,-84.43376999999998
91060203,2009-04-16,2788 DEFOORS FERRY RD NW,AGG ASSAULT,Westover Plantation,33.82114,-84.44713
91061284,2009-04-16,1983 MARTIN L KING JR DR NW,AGG ASSAULT,Battle Hill Haven,33.75014,-84.45241
91061591,2009-04-16,2788 DEFOORS FERRY RD NW ; BUILDING 24,AGG ASSAULT,Westover Plantation,33.82114,-84.44713
91062064,2009-04-16,3006 DELMAR LN NW,LARCENY-NON VEHICLE,Stratford,33.75524,-84.48542999999998
91061313,2009-04-16,2099 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.81196,-84.39139
91070454,2009-04-17,149 STRATFORD DR NW,LARCENY-FROM VEHICLE,None,33.75996,-84.48801
91071177,2009-04-17,3230 CUSHMAN CIRCLE,LARCENY-NON VEHICLE,None,33.748490000000004,-84.49313999999998
91072240,2009-04-17,2280 PEACHTREE RD NW,LARCENY-NON VEHICLE,None,33.81685,-84.39064999999998
91060698,2009-04-16,1704 PEACHTREE PARK,LARCENY-NON VEHICLE,Brookwood Hills,33.813559999999995,-84.3895
91070629,2009-04-17,311 SCOTT ST SW,AUTO THEFT,None,33.749559999999995,-84.49594999999998
91070508,2009-04-16,200 OTTLEY DR NE,AUTO THEFT,Brookwood Hills,33.80942,-84.38107999999998
91071087,2009-04-14,1925 NISKEY LAKE RD SW @BUNCHE MIDDLE,ROBBERY-PEDESTRIAN,None,33.70106,-84.53062
91072571,2009-04-17,3285 MARTIN L KING JR DR NW,AGG ASSAULT,None,33.75335,-84.49375999999998
91072024,2009-04-17,2707 PEACHTREE PARK DR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.813759999999995,-84.3895
91081853,2009-04-18,MARTIN L KING JR DR NW / MIDDLETON RD NW,ROBBERY-PEDESTRIAN,None,33.751740000000005,-84.49119
91080657,2009-04-17,1185 COLLIER RD NW,AUTO THEFT,Ellsworth Park,33.81136,-84.42537
91081002,2009-04-18,NISKEY LAKE RD SW / BROOKS RD SW,LARCENY-NON VEHICLE,None,33.70225,-84.52914
91090506,2009-04-19,1005 LIBERTY PKWY NW,LARCENY-FROM VEHICLE,Westover Plantation,33.81739,-84.44394
91090187,2009-04-19,MARTIN L KING JR DR NW / I-285 NB EXPY NW,AGG ASSAULT,None,33.75352,-84.49535999999998
91102007,2009-04-20,2277 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.81595,-84.39050999999998
91111145,2009-04-21,I-285 NB EXPY NW / SR 166,AUTO THEFT,None,33.75352,-84.49535999999998
91120846,2009-04-22,3006 DELMAR LN NW,BURGLARY-RESIDENCE,Stratford,33.75524,-84.48542999999998
91120934,2009-04-22,1401 DONALD LEE HOLLOWELL PKWY NW,ROBBERY-PEDESTRIAN,Grove Park,33.771409999999996,-84.43376999999998
91122316,2009-04-22,3006 DELMAR LN NW,ROBBERY-PEDESTRIAN,Stratford,33.75524,-84.48542999999998
91121103,2009-04-22,1401 DONALD LEE HOLLOWELL PKWY NW,AGG ASSAULT,None,33.77315,-84.43299999999998
91131284,2009-04-23,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
91131587,2009-04-23,COLLIER RD NW / PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood,33.806709999999995,-84.39389
91130650,2009-04-22,3378 GREENBRIAR PKWY SW,LARCENY-FROM VEHICLE,None,33.68387,-84.50203999999998
91130863,2009-04-23,PONCE DE LEON PL NE / PONCE DE LEON AVE NE,LARCENY-NON VEHICLE,None,33.7736,-84.36371
91110803,2009-04-21,PEACHTREE ROAD @ LENOX PARK,LARCENY-NON VEHICLE,None,33.84895,-84.36506999999997
91100480,2009-04-19,3810 CAMPBELLTON RD,LARCENY-NON VEHICLE,None,33.69028,-84.51343
91130588,2009-04-23,2226 PEACHTREE RD NW,AUTO THEFT,Brookwood Hills,33.81535,-84.39154
91130688,2009-04-22,115 BISCAYNE DR NW,AUTO THEFT,None,33.81547,-84.39386
91131049,2009-04-23,2325 MARIETTA BLVD NW,AUTO THEFT,None,33.82087,-84.45355
91130691,2009-04-23,1700 STANTON RD SW,AGG ASSAULT,None,33.709070000000004,-84.44364
91131893,2009-04-23,2788 DEFOORS FERRY RD NW,BURGLARY-RESIDENCE,Westover Plantation,33.82114,-84.44713
91130871,2009-04-22,3381 GREENBRIAR PKWY SW,BURGLARY-RESIDENCE,None,33.68403,-84.50216
91140939,2009-04-24,1631 STANTON RD SW,BURGLARY-RESIDENCE,None,33.71076,-84.44379999999998
91141239,2009-04-24,1185 COLLIER RD NW,BURGLARY-RESIDENCE,Ellsworth Park,33.81136,-84.42537
91141305,2009-04-24,496 PLASTER AVE,LARCENY-NON VEHICLE,Mayfair,33.811809999999994,-84.37233
91150362,2009-04-25,2111 PEACHTREE RD,LARCENY-FROM VEHICLE,Brookwood Hills,33.81183,-84.39212999999998
91151964,2009-04-25,3086 DELMAR LN NW,LARCENY-NON VEHICLE,Stratford,33.75544,-84.48829999999998
91151525,2009-04-25,3060 DELMAR LN NW,AGG ASSAULT,Stratford,33.75537,-84.48671999999998
91150317,2009-04-25,2111 PEACHTREE RD,AGG ASSAULT,Brookwood Hills,33.81183,-84.39212999999998
91151778,2009-04-25,2166 PEACHTREE RD NW,BURGLARY-NONRES,Brookwood Hills,33.81349,-84.39275
91160771,2009-04-26,1101 COLLIER ROAD,BURGLARY-RESIDENCE,Ellsworth Park,33.81058,-84.42344
91160747,2009-04-26,2025 PEACHTREE RD NE,AGG ASSAULT,Brookwood Hills,33.80958,-84.39293999999998
91161490,2009-04-26,1977 MARTIN L KING JR DR NW,AGG ASSAULT,Battle Hill Haven,33.7511,-84.4479
91161390,2009-04-26,3060 DELMAR LN NW,LARCENY-NON VEHICLE,Stratford,33.75537,-84.48671999999998
91170579,2009-04-27,415 ARMOUR DR NE,LARCENY-FROM VEHICLE,Mayfair,33.812670000000004,-84.37411999999998
91171517,2009-04-27,275 COLLIER RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.808409999999995,-84.39752
91171614,2009-04-25,2233 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.8153,-84.39131
91170673,2009-04-27,2255 PEACHTREE RD,ROBBERY-COMMERCIAL,Brookwood Hills,33.81563,-84.39092999999998
91170850,2009-04-02,1974 COUNTY LINE RD,LARCENY-NON VEHICLE,None,33.70111,-84.53588
91190974,2009-04-29,10TH ST NE / TAFT AVE NE,AUTO THEFT,None,33.78178,-84.37406
91190041,2009-04-28,4602 PEACHTREE PARK DR,BURGLARY-RESIDENCE,Brookwood Hills,33.8137,-84.38979
91200528,2009-04-29,3378 GREENBRIAR PKWY SW,LARCENY-FROM VEHICLE,None,33.682990000000004,-84.50128999999998
91200901,2009-04-29,1968 PEACHTREE RD NW @PIEDMONT HOSPITAL,LARCENY-FROM VEHICLE,Brookwood Hills,33.81,-84.39583
91201818,2009-04-30,2230 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.81542,-84.39147
91210052,2009-04-30,3144 MARTIN L KING JR DR SW,BURGLARY-RESIDENCE,None,33.74995,-84.4899
91212588,2009-05-01,3540 N CAMP CREEK PKWY SW,BURGLARY-RESIDENCE,None,33.67051,-84.50298999999998
91220804,2009-05-01,3378 GREENBRIAR PKWY SW,BURGLARY-NONRES,None,33.682990000000004,-84.50128999999998
91220726,2009-05-02,4705 PEACHTREE PARK DR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.81386,-84.3897
91212412,2009-04-29,1401 DONALD LEE HOLLOWELL PKWY NW,BURGLARY-RESIDENCE,Grove Park,33.771409999999996,-84.43376999999998
91220607,2009-05-02,3381 GREENBRIAR PKWY SW,LARCENY-NON VEHICLE,None,33.68403,-84.50216
91220837,2009-04-25,1968 PEACHTREE RD,LARCENY-NON VEHICLE,Brookwood Hills,33.81,-84.39583
91230611,2009-05-02,2453 CORONET WAY NW,LARCENY-FROM VEHICLE,Westover Plantation,33.82117,-84.44793
91230475,2009-05-02,2980 DELMAR LN NW,AUTO THEFT,Stratford,33.75517,-84.48480999999998
91230129,2009-05-03,396 BROWNLEE RD SW,AGG ASSAULT,None,33.746,-84.49750999999998
91242062,2009-05-04,3201 MARTIN L KING JR DR NW,AGG ASSAULT,None,33.75428,-84.49165
91241325,2009-05-04,999 PEACHTREE STREET,LARCENY-NON VEHICLE,Brookwood Hills,33.81232,-84.39228
91260398,2009-05-06,3378 GREENBRIAR PKWY SW,BURGLARY-NONRES,None,33.682990000000004,-84.50128999999998
91261353,2009-05-06,1249 DONALD LEE HOLLOWELL PKWY NW,AUTO THEFT,None,33.77197,-84.42859
91261432,2009-05-06,1247 DONALD LEE HOLLOWELL PKY,AUTO THEFT,None,33.77196,-84.42854
91262397,2009-05-06,3540 N CAMP CREEK PKWY SW;,AUTO THEFT,None,33.67051,-84.50298999999998
91270047,2009-05-07,3208 MARTIN L KING JR DR SW,LARCENY-NON VEHICLE,None,33.75188,-84.49244
91271539,2009-05-04,635 BONADVENTURE AVE,LARCENY-NON VEHICLE,None,33.7736,-84.36371
91270810,2009-05-07,690 DAMERON CIR SW,BURGLARY-RESIDENCE,None,33.74289,-84.49853
91270847,2009-05-07,103 DELMOOR DR NW,BURGLARY-RESIDENCE,None,33.7575,-84.49141
91280493,2009-05-07,3086 DELMAR LN NW,AUTO THEFT,Stratford,33.75544,-84.48829999999998
91292010,2009-05-09,PIEDMONT PARK NE / PARK DR NE,LARCENY-FROM VEHICLE,None,33.786359999999995,-84.37180999999998
91280957,2009-05-07,1900 BLOCK PEACHTREE RD,LARCENY-FROM VEHICLE,Brookwood,33.806709999999995,-84.39389
91291248,2009-05-09,3063 LYNN DR SW,LARCENY-NON VEHICLE,None,33.73695,-84.48751999999998
91290569,2009-05-08,3228 BOULDER PARK DR SW,AUTO THEFT,None,33.75085,-84.49311
91291862,2009-05-09,3230 CUSHMAN CIR SW,AGG ASSAULT,None,33.748490000000004,-84.49313999999998
91300522,2009-05-10,3144 MARTIN L KING JR DR SW,AGG ASSAULT,None,33.74962,-84.49016999999998
91300651,2009-05-09,330 BROWNLEE RD SW,AUTO THEFT,None,33.74777,-84.49638
91301108,2009-05-10,1173 CASCADE CIR SW,LARCENY-FROM VEHICLE,None,33.72275,-84.49944
91311305,2009-05-11,1249 DONALD LEE HOLLOWELL PKWY NW,LARCENY-FROM VEHICLE,None,33.77197,-84.42859
91311518,2009-05-11,3280 HOWELL MILL RD NW,LARCENY-FROM VEHICLE,None,33.84353,-84.42891999999998
91260641,2009-05-06,2099 FAIRBURN,LARCENY-FROM VEHICLE,None,33.69062,-84.51144999999998
91311946,2009-05-11,1722 CAMPBELLTON RD SW,ROBBERY-PEDESTRIAN,None,33.71107,-84.44410999999998
91321040,2009-05-12,400 PARK DR NE,LARCENY-FROM VEHICLE,None,33.786429999999996,-84.37144999999998
91321969,2009-05-12,384 WOODWARD WAY NW,LARCENY-FROM VEHICLE,None,33.81596,-84.40349999999998
91331210,2009-05-08,3379 STONE RD SW,LARCENY-FROM VEHICLE,None,33.67304,-84.50104
91331832,2009-05-01,3100 NORTHSIDE PKWY NW,LARCENY-NON VEHICLE,None,33.83975,-84.4199
91331209,2009-05-13,1700 STANTON RD SW,ROBBERY-PEDESTRIAN,None,33.709070000000004,-84.44364
91331008,2009-05-13,3301 N CAMP CREEK PKWY SW,AUTO THEFT,None,33.6721,-84.50121999999998
91331835,2009-05-13,3049 MIDDLETON RD NW,AGG ASSAULT,Stratford,33.75291,-84.48964999999998
91331086,2009-05-13,2440 NORTHSIDE PKWY NW,BURGLARY-RESIDENCE,None,33.83933,-84.41431
91342062,2009-05-14,3006 DELMAR LN NW,BURGLARY-RESIDENCE,Stratford,33.75524,-84.48542999999998
91341553,2009-05-14,1401 DONALD LEE HOLLOWELL PKWY,BURGLARY-RESIDENCE,Grove Park,33.771409999999996,-84.43376999999998
91331012,2009-05-11,3100 NORTHSIDE PKWY NW,LARCENY-NON VEHICLE,None,33.83975,-84.4199
91341367,2009-05-12,49 BENNETT ST NW,LARCENY-NON VEHICLE,Brookwood Hills,33.81199,-84.39435
91340328,2009-05-14,2325 MARIETTA BLVD NW,LARCENY-NON VEHICLE,None,33.82065,-84.45274
91340815,2009-05-13,1201 COLLIER RD,LARCENY-FROM VEHICLE,Ellsworth Park,33.81162,-84.42499999999998
91350689,2009-05-15,2255 PEACHTREE RD,ROBBERY-COMMERCIAL,Brookwood Hills,33.81563,-84.39092999999998
91352220,2009-05-16,756 MOORES MILL RD NW,BURGLARY-RESIDENCE,None,33.84149,-84.41279
91361038,2009-05-16,2099 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Battle Hill Haven,33.74998,-84.45519
91371039,2009-05-17,2290 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.81671,-84.39005
91371200,2009-05-16,2140 PEACHTREE RD NW,BURGLARY-NONRES,Brookwood Hills,33.81296,-84.3926
91381225,2009-05-18,415 ARMOUR DR NE,BURGLARY-RESIDENCE,Mayfair,33.812670000000004,-84.37411999999998
91381287,2009-05-18,1700 STANTON RD SW,BURGLARY-RESIDENCE,None,33.709070000000004,-84.44364
91381350,2009-05-18,11 ALLEN TEMPLE CT NW,BURGLARY-RESIDENCE,None,33.75517,-84.49078
91381145,2008-05-16,40 PEACHTREE VALLEY RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.810959999999994,-84.39145
91390317,2009-05-19,2325 MARIETTA BLVD NW,LARCENY-NON VEHICLE,None,33.82065,-84.45274
91390614,2009-05-19,1185 COLLIER RD NW,LARCENY-NON VEHICLE,Ellsworth Park,33.81136,-84.42537
91390837,2009-05-19,89 HARWELL ROAD,ROBBERY-PEDESTRIAN,None,33.75454000000001,-84.49281999999998
91390882,2009-05-19,3230 CUSHMAN CIR SW,AGG ASSAULT,None,33.74904,-84.49356
91391068,2009-05-18,4705 PEACHTREE PARK DR NE,BURGLARY-RESIDENCE,Brookwood Hills,33.81386,-84.3897
91401070,2009-05-20,3208 MARTIN L KING JR DRIVE,ROBBERY-PEDESTRIAN,None,33.7495,-84.49347
91400633,2009-05-20,2240 PEACHTREE RD NW,AUTO THEFT,Brookwood Hills,33.81559,-84.39129
91401533,2009-05-19,3042 MIDDLETON RD NW,AUTO THEFT,Stratford,33.75292,-84.48928999999998
91401098,2009-05-20,2290 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.81671,-84.39005
91401207,2009-05-20,2170 PIEDMONT RD NE,LARCENY-FROM VEHICLE,None,33.8162,-84.36732999999998
91411044,2009-05-21,2255 PEACHTREE RD NE,LARCENY-FROM VEHICLE,Brookwood Hills,33.81563,-84.39092999999998
91410995,2009-05-21,3215 CUSHMAN CIR SW,BURGLARY-RESIDENCE,None,33.74919000000001,-84.49308999999998
91411073,2009-05-21,40 PEACHTREE VALLEY RD NE,BURGLARY-RESIDENCE,Brookwood Hills,33.810959999999994,-84.39145
91420834,2009-05-22,1401 DONALD LEE HOLLOWELL PKWY,AGG ASSAULT,Grove Park,33.771409999999996,-84.43376999999998
91420591,2009-05-22,1968 PEACHTREE RD NW,AUTO THEFT,Brookwood Hills,33.80881,-84.3951
91421761,2009-05-19,2517 DONALD LEE HOLLOWELL PKWY,AUTO THEFT,Brownwood,33.73987,-84.32929
91421692,2009-05-22,1401 DONALD LEE HOLLOWELL PKWY NW,LARCENY-NON VEHICLE,Grove Park,33.771409999999996,-84.43376999999998
91422022,2009-05-22,2166 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.81349,-84.39275
91430837,2009-05-23,1977 MARTIN L KING JR DR NW,LARCENY-NON VEHICLE,Battle Hill Haven,33.7511,-84.4479
91430657,2009-05-23,185 FAIRFIELD PL,BURGLARY-RESIDENCE,None,33.7086,-84.44652999999998
91440787,2009-05-23,1602 PEACHTREE PARK DR NE,LARCENY-NON VEHICLE,Brookwood Hills,33.813559999999995,-84.38948999999998
91461897,2009-05-26,3223 CUSHMAN CIR,AGG ASSAULT,None,33.74919000000001,-84.49331999999998
91460298,2009-05-25,62 HARWELL RD NW,AUTO THEFT,None,33.7538,-84.49299999999998
91460721,2009-05-08,3404 PEACHTREE PARK DR NE,LARCENY-NON VEHICLE,Brookwood Hills,33.81364,-84.38966999999998
91461805,2009-05-26,1185 COLLIER RD NW,LARCENY-FROM VEHICLE,None,33.812259999999995,-84.42304
91460526,2009-05-24,2020 PEACHTREE RD NW,LARCENY-FROM VEHICLE,Brookwood Hills,33.809909999999995,-84.39360999999998
91461654,2008-05-21,1685 RALPH AVID ABERNATHY BLVD,LARCENY-FROM VEHICLE,Westview,33.748509999999996,-84.44249999999998
91471218,2009-05-27,2284 PEACHTREE RD NW,LARCENY-NON VEHICLE,Brookwood Hills,33.81664,-84.39010999999998
91461879,2009-05-15,2025 PEACHTREE RD NE,LARCENY-NON VEHICLE,Brookwood Hills,33.80958,-84.39293999999998
